SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Thu Oct 10 11:28:17 EDT 2019
User: surp
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H05261
Integration Time (usec): 100000 (USB2+H05261)
Spectra Averaged: 1 (USB2+H05261)
Boxcar Smoothing: 0 (USB2+H05261)
Correct for Electrical Dark: No (USB2+H05261)
Strobe/Lamp Enabled: No (USB2+H05261)
Correct for Detector Non-linearity: No (USB2+H05261)
Correct for Stray Light: No (USB2+H05261)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
0.00	976.00
1.00	976.00
2.00	976.00
3.00	929.19
4.00	947.92
5.00	929.19
6.00	917.49
7.00	849.61
8.00	964.30
9.00	880.04
10.00	870.68
11.00	884.72
12.00	894.08
13.00	894.08
14.00	821.53
15.00	823.87
16.00	858.98
17.00	903.45
18.00	889.40
19.00	931.53
20.00	997.07
21.00	959.62
22.00	1011.11
23.00	936.21
24.00	1013.45
25.00	1327.08
26.00	1425.39
27.00	1369.21
28.00	1483.90
29.00	1406.66
30.00	1460.49
31.00	1423.05
32.00	1420.71
33.00	1413.68
34.00	1366.87
35.00	1460.49
36.00	1453.47
37.00	1476.88
38.00	1547.09
39.00	1483.90
40.00	1488.58
41.00	1582.20
42.00	1516.67
43.00	1605.61
44.00	1577.52
45.00	1565.82
46.00	1591.56
47.00	1507.30
48.00	1514.33
49.00	1664.12
50.00	1544.75
51.00	1535.39
52.00	1582.20
53.00	1542.41
54.00	1528.37
55.00	1598.59
56.00	1565.82
57.00	1605.61
58.00	1554.12
59.00	1523.69
60.00	1682.85
61.00	1643.06
62.00	1591.56
63.00	1605.61
64.00	1710.93
65.00	1680.50
66.00	1621.99
67.00	1612.63
68.00	1640.72
69.00	1607.95
70.00	1685.19
71.00	1626.67
72.00	1666.46
73.00	1659.44
74.00	1544.75
75.00	1626.67
76.00	1636.03
77.00	1734.34
78.00	1696.89
79.00	1699.23
80.00	1694.55
81.00	1701.57
82.00	1675.82
83.00	1778.81
84.00	1748.38
85.00	1778.81
86.00	1685.19
87.00	1785.83
88.00	1797.53
89.00	1769.44
90.00	1682.85
91.00	1767.10
92.00	1694.55
93.00	1778.81
94.00	1764.76
95.00	1746.04
96.00	1788.17
97.00	1799.87
98.00	1825.62
99.00	1739.02
100.00	1823.28
101.00	1813.92
102.00	1739.02
103.00	1760.08
104.00	1839.66
105.00	1795.19
106.00	1851.36
107.00	1778.81
108.00	1884.13
109.00	1827.96
110.00	1842.00
111.00	1923.92
112.00	1898.17
113.00	1839.66
114.00	1907.54
115.00	1844.34
116.00	1823.28
117.00	1867.75
118.00	1940.30
119.00	1984.77
120.00	1954.35
121.00	1884.13
122.00	1933.28
123.00	1966.05
124.00	1956.69
125.00	1940.30
126.00	2033.93
127.00	2008.18
128.00	1970.73
129.00	1994.14
130.00	2036.27
131.00	1900.52
132.00	2005.84
133.00	2073.71
134.00	2078.40
135.00	2029.24
136.00	2064.35
137.00	2047.97
138.00	2059.67
139.00	1970.73
140.00	2120.53
141.00	2094.78
142.00	2073.71
143.00	2038.61
144.00	2085.42
145.00	2160.31
146.00	2146.27
147.00	2127.55
148.00	2122.87
149.00	2176.70
150.00	2230.53
151.00	2169.68
152.00	2174.36
153.00	2235.21
154.00	2200.10
155.00	2181.38
156.00	2265.64
157.00	2181.38
158.00	2162.66
159.00	2167.34
160.00	2232.87
161.00	2237.55
162.00	2251.60
163.00	2239.89
164.00	2251.60
165.00	2459.90
166.00	2368.62
167.00	2436.50
168.00	2298.41
169.00	2356.92
170.00	2312.45
171.00	2424.80
172.00	2427.14
173.00	2363.94
174.00	2399.05
175.00	2464.58
176.00	2548.84
177.00	2420.11
178.00	2415.43
179.00	2443.52
180.00	2452.88
181.00	2448.20
182.00	2490.33
183.00	2492.67
184.00	2509.05
185.00	2436.50
186.00	2544.16
187.00	2623.74
188.00	2616.72
189.00	2572.25
190.00	2555.86
191.00	2562.89
192.00	2597.99
193.00	2656.51
194.00	2724.38
195.00	2684.59
196.00	2689.28
197.00	2651.83
198.00	2672.89
199.00	2726.72
200.00	2724.38
201.00	2733.75
202.00	2822.69
203.00	2808.64
204.00	2796.94
205.00	2832.05
206.00	2820.35
207.00	2724.38
208.00	2810.98
209.00	2930.35
210.00	2801.62
211.00	2960.78
212.00	2843.75
213.00	2930.35
214.00	2902.26
215.00	2876.52
216.00	3033.33
217.00	2974.82
218.00	2897.58
219.00	2827.37
220.00	2939.71
221.00	2963.12
222.00	3038.02
223.00	3000.57
224.00	3052.06
225.00	3087.17
226.00	2963.12
227.00	3063.76
228.00	3082.49
229.00	3208.87
230.00	3098.87
231.00	3162.06
232.00	3105.89
233.00	3042.70
234.00	3234.62
235.00	3234.62
236.00	3276.75
237.00	3255.69
238.00	3197.17
239.00	3286.11
240.00	3346.97
241.00	3349.31
242.00	3370.37
243.00	3283.77
244.00	3332.92
245.00	3258.03
246.00	3365.69
247.00	3419.52
248.00	3428.88
249.00	3480.38
250.00	3468.67
251.00	3499.10
252.00	3452.29
253.00	3655.92
254.00	3524.85
255.00	3637.19
256.00	3627.83
257.00	3765.92
258.00	3604.42
259.00	3632.51
260.00	3581.02
261.00	3756.56
262.00	3716.77
263.00	3721.45
264.00	3798.69
265.00	3695.71
266.00	3740.18
267.00	3810.39
268.00	3833.80
269.00	3831.46
270.00	3896.99
271.00	3882.95
272.00	3911.04
273.00	4016.36
274.00	3953.16
275.00	3913.38
276.00	4004.66
277.00	4037.42
278.00	4032.74
279.00	3868.91
280.00	4086.58
281.00	4042.11
282.00	4152.11
283.00	4065.51
284.00	4042.11
285.00	4126.36
286.00	4093.60
287.00	4107.64
288.00	4126.36
289.00	4105.30
290.00	4173.18
291.00	4198.92
292.00	4229.35
293.00	4285.52
294.00	4222.33
295.00	4348.72
296.00	4346.37
297.00	4315.95
298.00	4360.42
299.00	4365.10
300.00	4159.13
301.00	4379.14
302.00	4227.01
303.00	4313.61
304.00	4329.99
305.00	4374.46
306.00	4463.40
307.00	4315.95
308.00	4402.55
309.00	4409.57
310.00	4315.95
311.00	4418.93
312.00	4475.10
313.00	4468.08
314.00	4507.87
315.00	4444.68
316.00	4472.76
317.00	4528.94
318.00	4517.23
319.00	4550.00
320.00	4496.17
321.00	4538.30
322.00	4545.32
323.00	4617.88
324.00	4667.03
325.00	4699.80
326.00	4603.83
327.00	4748.95
328.00	4676.39
329.00	4730.22
330.00	4744.27
331.00	4699.80
332.00	4638.94
333.00	4652.98
334.00	4617.88
335.00	4802.78
336.00	4854.27
337.00	4858.95
338.00	5048.54
339.00	4835.55
340.00	5011.09
341.00	4945.55
342.00	5074.28
343.00	5022.79
344.00	5100.03
345.00	5076.62
346.00	5050.88
347.00	5118.75
348.00	5151.52
